Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.34.71,Paraná,2020-06-03T18:23:06.626Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.34.71,Paraná,2020-06-03T16:25:38.650Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.115,Paraná,2020-06-03T13:59:51.157Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.115,Paraná,2020-06-03T13:59:51.149Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.34.71,Paraná,2020-06-03T00:36:36.601Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.92,Paraná,2020-06-02T12:26:16.198Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.175.23.33,Paraná,2020-06-01T19:30:46.286Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.175.23.33,Paraná,2020-06-01T13:51:07.892Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.175.23.33,Paraná,2020-05-31T21:21:12.343Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.175.23.33,Paraná,2020-05-31T05:20:11.546Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:fb09:edce:3cf:e7d0:afd2,Paraná,2020-05-30T23:31:38.861Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.42.171,Paraná,2020-05-30T23:30:18.541Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.42.171,Paraná,2020-05-30T11:02:43.405Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.42.171,Paraná,2020-05-29T12:55:41.115Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.42.171,Paraná,2020-05-29T03:55:39.900Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.59.52.157,Paraná,2020-05-28T19:14:44.783Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.59.52.157,Paraná,2020-05-28T13:59:01.311Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.59.52.157,Paraná,2020-05-27T11:49:35.445Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.59.52.157,Paraná,2020-05-27T04:09:09.438Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.41.244,Paraná,2020-05-27T03:15:09.369Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:bdfa:63f9:6a7c:ea9e,Paraná,2020-05-27T03:14:20.478Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:bdfa:63f9:6a7c:ea9e,Paraná,2020-05-27T03:14:19.737Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:bdfa:63f9:6a7c:ea9e,Paraná,2020-05-27T03:14:18.782Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:bdfa:63f9:6a7c:ea9e,Paraná,2020-05-27T03:14:14.037Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:bdfa:63f9:6a7c:ea9e,Paraná,2020-05-27T03:13:09.901Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.41.244,Paraná,2020-05-26T15:54:44.982Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.41.244,Paraná,2020-05-25T13:35:28.306Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.115.41.244,Paraná,2020-05-25T04:03:37.771Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:8c0a:40d:5884:e6bc,Paraná,2020-05-25T03:41:36.266Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:8c0a:40d:5884:e6bc,Paraná,2020-05-25T03:41:34.248Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:8c0a:40d:5884:e6bc,Paraná,2020-05-25T03:41:29.254Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:8c0a:40d:5884:e6bc,Paraná,2020-05-25T03:41:19.997Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:8c0a:40d:5884:e6bc,Paraná,2020-05-25T03:40:51.427Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:dace:8c0a:40d:5884:e6bc,Paraná,2020-05-25T03:40:39.584Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.98,Paraná,2020-05-25T03:06:02.153Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.98,Paraná,2020-05-24T11:06:05.458Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.98,Paraná,2020-05-24T04:46:53.782Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.98,Paraná,2020-05-23T11:12:00.715Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.26,Paraná,2020-05-22T13:16:04.698Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.92,Paraná,2020-05-21T16:32:24.569Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.26,Paraná,2020-05-21T03:55:47.988Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.48,Paraná,2020-05-20T21:34:51.452Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.26,Paraná,2020-05-20T04:01:14.677Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.204.26,Paraná,2020-05-19T15:46:54.280Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.130.210,Paraná,2020-05-18T23:35:59.394Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.130.210,Paraná,2020-05-18T23:31:03.568Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.130.210,Paraná,2020-05-18T00:43:28.844Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.130.210,Paraná,2020-05-17T23:47:02.040Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.233.239,Paraná,2020-05-17T17:51:58.440Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.233.239,Paraná,2020-05-17T17:05:31.444Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.233.239,Paraná,2020-05-17T02:45:08.434Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.233.239,Paraná,2020-05-16T20:46:00.373Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.204.185,Paraná,2020-05-16T04:05:26.026Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.48,Paraná,2020-05-15T15:20:41.439Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.48,Paraná,2020-05-15T15:20:41.423Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.204.185,Paraná,2020-05-15T13:59:02.732Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.16,Paraná,2020-05-15T04:18:48.852Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.204.185,Paraná,2020-05-14T23:31:07.310Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.204.185,Paraná,2020-05-14T16:56:01.396Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.242.129,Paraná,2020-05-14T01:09:17.945Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.242.129,Paraná,2020-05-13T23:52:03.696Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.242.129,Paraná,2020-05-13T02:07:51.747Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.112.242.129,Paraná,2020-05-12T23:53:49.589Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.203.230,Paraná,2020-05-12T14:38:24.018Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.203.230,Paraná,2020-05-12T00:06:18.541Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.203.230,Paraná,2020-05-11T16:45:30.553Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.133.203.230,Paraná,2020-05-10T23:30:50.460Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.116.90,Paraná,2020-05-10T12:27:33.095Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.116.90,Paraná,2020-05-10T04:43:16.793Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.116.90,Paraná,2020-05-09T00:37:00.668Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.116.90,Paraná,2020-05-08T20:07:36.744Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.133.13,Paraná,2020-05-08T15:54:13.187Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.133.13,Paraná,2020-05-07T14:46:31.640Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.133.13,Paraná,2020-05-07T03:32:25.008Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.177.118.136,Paraná,2020-05-06T06:05:17.424Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.119.10,Paraná,2020-05-05T16:53:39.981Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.119.10,Paraná,2020-05-04T21:11:17.365Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.119.10,Paraná,2020-05-04T02:49:04.744Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.115.119.10,Paraná,2020-05-04T01:54:14.022Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:9e18:54a1:8776:e1ab:f9f2,Paraná,2020-05-03T15:57:00.776Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:9e18:54a1:8776:e1ab:f9f2,Paraná,2020-05-03T15:56:59.160Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:9e18:54a1:8776:e1ab:f9f2,Paraná,2020-05-03T15:56:58.179Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:9e18:54a1:8776:e1ab:f9f2,Paraná,2020-05-03T15:56:55.776Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:9e18:54a1:8776:e1ab:f9f2,Paraná,2020-05-03T15:56:54.087Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:9e18:54a1:8776:e1ab:f9f2,Paraná,2020-05-03T15:56:51.261Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.40.80.169,Paraná,2020-05-03T15:56:40.398Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.40.80.169,Paraná,2020-05-02T14:09:37.420Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.40.80.169,Paraná,2020-05-02T04:51:40.340Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.40.80.208,Paraná,2020-05-01T02:26:09.823Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.40.80.208,Paraná,2020-05-01T02:13:13.544Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:12e0:c9a4:27ed:26a6:f54,Paraná,2020-04-30T04:39:37.414Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:12e0:c9a4:27ed:26a6:f54,Paraná,2020-04-30T04:39:33.817Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:12e0:c9a4:27ed:26a6:f54,Paraná,2020-04-30T04:39:08.535Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.129.212,Paraná,2020-04-29T18:51:00.718Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.187.129.212,Paraná,2020-04-29T02:22:33.752Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.202.181,Paraná,2020-04-27T15:42:44.101Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.202.181,Paraná,2020-04-27T14:35:05.713Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.156.202.181,Paraná,2020-04-27T03:53:32.122Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,191.248.96.141,Paraná,2020-04-25T04:54:11.435Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,191.248.96.141,Paraná,2020-04-25T04:29:22.643Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.16,Paraná,2020-04-24T23:47:24.288Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.61,Paraná,2020-04-24T20:26:21.134Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.61,Paraná,2020-04-24T14:18:25.107Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.179,Paraná,2020-04-24T13:21:36.365Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,191.248.96.141,Paraná,2020-04-24T03:09:15.756Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.180.176.15,Paraná,2020-04-23T20:01:17.507Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.179,Paraná,2020-04-23T00:06:52.786Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.179,Paraná,2020-04-23T00:06:52.772Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.180.176.15,Paraná,2020-04-22T23:06:12.965Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.52,Paraná,2020-04-22T21:38:20.872Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.180.176.15,Paraná,2020-04-22T17:03:40.649Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.52,Paraná,2020-04-22T15:18:06.596Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.52,Paraná,2020-04-22T15:18:06.586Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.161,Paraná,2020-04-22T02:41:03.520Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:7f4:1180:bd4c:ace8:8216:acc9:65b3,Paraná,2020-04-21T21:42:52.630Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-0005941B68EF4A4830F7C18A447ED9A0555F2ACEDB3627D7BA9423F50B3498046,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,179.180.176.15,Paraná,2020-04-21T21:42:19.292Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,179.180.176.15,Paraná,2020-04-21T20:59:06.782Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.16.219.23,Paraná,2020-04-21T20:06:30.788Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.161,Paraná,2020-04-21T14:09:03.418Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.161,Paraná,2020-04-21T14:09:03.409Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.99,Paraná,2020-04-21T04:31:06.161Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,177.16.219.23,Paraná,2020-04-20T19:04:26.056Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.99,Paraná,2020-04-20T02:04:53.517Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.190,Paraná,2020-04-19T23:04:37.335Z
